3332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.443747321, 33.925789660000014, 22.089563400000003, 6.7248501, 40.3570384, 15.025315200000001, 23.6377818, 41.97155970000002, 19.66363339999999, 6.513842440000003, 8.687042349999999, 10.442637930000004, 8.768894587899995, 9.072480861999997, 7.194951159999998, 0
13339, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0162067054e-16, 4.242678614387999e-14, 1.388761853597e-13, 7.448057161010002e-14, 2.3470645469900003e-14, 1.0856374274539998e-13, 3.958852022160002e-14, 4.906298120670001e-14, 1.3938114804569991e-13, 3.9668490084400004e-14, 1.1867220998300001e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0
8936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 101.80287422365001, 55.72067662020001, 25.017293742, 79.26385909679998, 23.484256179099994, 34.1420429054, 77.22916742130006, 22.457783454479998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
18355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.397880502e-14, 5.019998049100001e-13, 2.4428597442000004e-13, 7.33691327e-14, 3.2252882727000036e-13, 1.2545982862999993e-13, 1.2127485862000003e-13, 3.647813332099994e-13, 2.170279813000001e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
17398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 44.861478328600015, 362.51073323707, 271.1576311437999, 86.14492973659999, 589.3915797458999, 254.27918392669986, 300.4005007464997, 665.396414354001, 66.21084243119995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
5798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.67763092e-14, 8.857260301400005e-13, 5.931631017000001e-13, 1.9133425059999994e-13, 1.0704772264999997e-12, 2.705098899e-13, 3.9495368811999995e-13, 9.237841505700013e-13, 5.836302246e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
2124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.722848674999997e-14, 1.21500416e-13, 5.960805570000001e-13, 2.891853400000001e-13, 3.7059844000000003e-13, 1.4806839899999993e-12, 8.418048399999996e-13, 7.452981800000004e-13, 5.904989399999994e-13, 0.0, 0.0, 0.0, 0.0, 0
6694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.5058516e-15, 2.775701389999998e-14, 1.4826078999999994e-14, 9.485797e-15, 3.121009300000001e-14, 2.2369896999999997e-14, 2.6607626000000007e-14, 6.876504299999997e-14, 2.7987158999999996e-14, 2.3246361000000004e-14, 9.650003975799995e-15, 2.7527792e-14, 1.9010548999999992e-14, 6.6723e-17, 0.0, 0
16871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2918846840000004e-13, 1.3260850163999993e-12, 9.344722639000002e-13, 4.0555038130000014e-13, 1.7989459869000003e-12, 5.499692575000002e-13, 6.986949547999997e-13, 1.7795686866e-12, 1.4334817089999995e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
2682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2273565448e-15, 2.6810858687172997e-14, 2.467086650400001e-14, 1.1881935863999997e-14, 5.993849961399997e-14, 2.9733926599999997e-14, 3.2804992909999995e-14, 1.2993164029100005e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
16606, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6995318271000005e-16, 3.5145022640129987e-15, 1.367087790300001e-14, 1.5723509025000003e-14, 6.613116323000001e-15, 4.8077468039999984e-14, 2.6419369089999995e-14, 2.3975145009999998e-14, 7.011559464300001e-14, 3.536542392999996e-14, 9.564706154199994e-15, 1.3594713133e-14, 0.0, 0.0, 0.0, 0.0, 0
7489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.616e-15, 2.7675199999999995e-14, 4.0867000000000004e-14, 3.2879e-14, 9.3017e-14, 3.5671e-14, 4.2892e-14, 1.2310300000000002e-13, 5.0053e-14, 3.607200000000001e-14, 3.45918e-14, 1.2289400000000001e-14, 0.0, 0.0, 0.0, 0
12389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2780587e-15, 1.549399734e-14, 8.540957700000002e-15, 3.5522101999999998e-15, 1.5461713289999997e-14, 5.980415699999999e-15, 8.1775391e-15, 2.6202435539999986e-14, 1.0802834300000006e-14, 9.033578040000001e-15, 8.535871961000005e-15, 4.9926583100000005e-15, 0.0, 0.0, 0.0, 0
